fid,village_id,farmer_id,srtm_eleva,soilclay,soilsand,soilcarbon,soilwater
"2,301",253,2332,16,31,38,2,34
"2,302",253,2333,21,30,39,3,32
"2,303",253,2334,16,31,38,2,34
"2,304",253,2335,16,31,38,2,34
"2,305",253,2336,14,31,38,2,34
"2,306",253,2337,16,31,38,2,34
"2,307",253,2338,17,31,38,2,34
"2,308",253,2339,16,31,38,2,34
"2,309",253,2340,16,31,38,2,34
"2,310",254,2341,26,26,46,2,29
"2,311",254,2342,25,26,46,2,29
"2,312",254,2343,26,26,46,2,29
"2,313",254,2344,24,26,46,2,29
"2,314",254,2345,26,26,46,2,29
"2,315",254,2346,25,26,46,2,29
"2,316",254,2347,25,26,46,2,29
"2,317",254,2348,25,26,46,2,29
"2,318",254,2349,24,26,46,2,29
"2,319",254,2350,25,26,46,2,29
"2,320",255,2351,26,25,47,2,26
"2,321",255,2352,26,26,47,2,25
"2,322",255,2353,26,25,47,2,26
"2,323",255,2354,26,26,47,2,25
"2,324",255,2355,26,26,47,2,25
"2,325",255,2356,26,26,47,2,25
"2,326",255,2357,26,26,47,2,25
"2,327",255,2358,26,26,47,2,25
"2,328",255,2359,26,25,47,2,26
"2,329",255,2360,26,25,47,2,26
"2,330",256,2361,25,29,42,2,27
"2,331",256,2362,25,29,42,2,27
"2,332",256,2363,24,26,43,2,25
"2,333",256,2364,21,29,42,2,27
"2,334",256,2365,23,28,42,2,26
"2,335",256,2366,25,29,42,2,27
"2,336",256,2367,24,29,42,2,27
"2,337",256,2368,24,29,42,2,27
"2,338",256,2369,25,29,42,2,27
"2,339",256,2370,23,26,43,2,25
"2,340",257,2371,23,27,43,2,27
"2,341",257,2372,23,27,43,2,27
"2,342",257,2373,22,29,43,2,27
"2,343",257,2374,23,27,43,2,27
"2,344",257,2375,24,29,43,2,27
"2,345",257,2376,24,27,43,2,27
"2,346",257,2377,23,27,43,2,27
"2,347",257,2378,23,27,43,2,27
"2,348",257,2379,23,27,43,2,27
"2,349",257,2380,24,27,43,2,27
"2,350",259,2381,20,27,42,2,27
"2,351",259,2382,20,27,42,2,27
"2,352",259,2383,20,27,42,2,27
"2,353",259,2384,20,27,42,2,27
"2,354",259,2385,20,27,42,2,27
"2,355",259,2386,20,27,42,2,27
"2,356",259,2387,19,27,42,2,27
"2,357",259,2388,19,27,42,2,27
"2,358",259,2389,19,29,42,2,26
"2,359",259,2390,19,29,42,2,26
"2,360",260,2391,23,28,42,2,26
"2,361",260,2392,23,28,42,2,26
"2,362",260,2393,23,28,42,2,26
"2,363",260,2394,23,28,42,2,26
"2,364",260,2395,23,28,42,2,26
"2,365",260,2396,23,28,42,2,26
"2,366",260,2397,23,29,40,2,26
"2,367",260,2398,23,29,41,2,26
"2,368",260,2399,23,29,41,2,26
"2,369",260,2400,23,29,41,2,26
"2,370",261,2401,25,31,43,2,28
"2,371",261,2402,24,31,43,2,28
"2,372",261,2403,24,31,43,2,28
"2,373",261,2404,23,31,43,2,28
"2,374",261,2405,23,31,43,2,28
"2,375",261,2406,22,29,44,2,26
"2,376",261,2407,22,27,44,2,27
"2,377",261,2408,23,31,43,2,28
"2,378",261,2409,23,31,43,2,28
"2,379",261,2410,25,31,43,2,28
"2,380",263,2411,23,29,41,2,28
"2,381",263,2412,23,29,41,2,28
"2,382",263,2413,22,30,40,2,27
"2,383",263,2414,22,30,40,2,27
"2,384",263,2415,22,30,40,2,27
"2,385",263,2416,23,30,40,2,27
"2,386",263,2417,22,30,40,2,27
"2,387",263,2418,23,30,40,2,27
"2,388",263,2419,23,30,40,2,27
"2,389",263,2420,22,30,40,2,27
"2,390",264,2421,23,30,39,2,28
"2,391",264,2422,23,30,39,2,28
"2,392",264,2423,23,30,39,2,28
"2,393",264,2424,23,30,39,2,28
"2,394",264,2425,24,30,39,2,28
"2,395",264,2426,24,30,39,2,28
"2,396",264,2427,24,30,39,2,28
"2,397",264,2428,25,29,44,2,25
"2,398",264,2429,25,29,44,2,25
"2,399",264,2430,25,29,44,2,25
"2,400",265,2431,23,29,43,2,27
"2,401",265,2432,21,29,43,2,27
"2,402",265,2433,21,29,43,2,27
"2,403",265,2434,23,29,43,2,27
"2,404",265,2435,24,28,42,2,27
"2,405",265,2436,22,28,42,2,27
"2,406",265,2437,22,28,42,2,27
"2,407",265,2438,24,28,42,2,27
"2,408",265,2439,24,28,42,2,27
"2,409",265,2440,22,28,42,2,27
"2,410",266,2441,23,27,44,2,28
"2,411",266,2442,23,25,45,2,29
"2,412",266,2443,23,25,45,2,29
"2,413",266,2444,25,27,44,2,28
"2,414",266,2445,22,26,46,2,30
"2,415",266,2446,23,25,45,2,29
"2,416",266,2447,22,25,45,2,29
"2,417",266,2448,23,25,45,2,29
"2,418",266,2449,23,25,45,2,29
"2,419",266,2450,22,25,45,2,29
"2,420",267,2451,24,27,42,2,28
"2,421",267,2452,24,27,42,2,28
"2,422",267,2453,24,27,42,2,28
"2,423",267,2454,24,27,42,2,28
"2,424",267,2455,24,27,42,2,28
"2,425",267,2456,24,27,42,2,28
"2,426",267,2457,24,27,42,2,28
"2,427",267,2458,24,27,42,2,28
"2,428",267,2459,24,27,42,2,28
"2,429",267,2460,24,28,43,2,27
"2,430",268,2461,34,30,45,2,26
"2,431",268,2462,35,29,42,2,28
"2,432",268,2463,34,30,46,3,26
"2,433",268,2464,35,26,45,2,27
"2,434",268,2465,34,26,45,2,27
"2,435",268,2466,34,28,41,3,28
"2,436",268,2467,32,29,42,2,28
"2,437",268,2468,34,27,47,2,28
"2,438",268,2469,35,29,42,2,28
"2,439",268,2470,33,25,46,2,29
"2,440",269,2471,38,26,40,3,28
"2,441",269,2472,32,26,42,2,27
"2,442",269,2473,32,26,42,2,27
"2,443",269,2474,34,26,42,2,27
"2,444",269,2475,34,26,42,2,27
"2,445",269,2476,37,26,40,3,28
"2,446",269,2477,32,26,42,2,27
"2,447",269,2478,32,26,42,2,27
"2,448",269,2479,32,26,42,2,27
"2,449",269,2480,37,26,40,3,28
"2,450",270,2481,37,28,42,2,29
"2,451",270,2482,41,28,42,2,29
"2,452",270,2483,37,28,42,2,29
"2,453",270,2484,37,28,42,2,29
"2,454",270,2485,41,28,42,2,29
"2,455",270,2486,37,28,42,2,29
"2,456",270,2487,41,28,42,2,29
"2,457",270,2488,41,27,42,2,28
"2,458",270,2489,41,27,42,2,28
"2,459",270,2490,37,28,42,2,29
"2,460",272,2491,36,28,41,2,29
"2,461",272,2492,34,30,46,3,26
"2,462",272,2493,36,28,43,3,32
"2,463",272,2494,38,28,43,3,32
"2,464",272,2495,38,28,43,3,32
"2,465",272,2496,38,28,43,3,32
"2,466",272,2497,36,29,40,2,29
"2,467",272,2498,37,27,42,3,31
"2,468",272,2499,37,27,42,3,31
"2,469",272,2500,39,29,40,2,29
"2,470",273,2501,38,24,44,2,28
"2,471",273,2502,36,23,48,3,32
"2,472",273,2503,38,26,43,2,28
"2,473",273,2504,35,23,48,3,32
"2,474",273,2505,38,26,43,2,28
"2,475",273,2506,36,23,48,3,32
"2,476",273,2507,35,23,48,3,32
"2,477",273,2508,38,24,43,2,28
"2,478",273,2509,38,24,43,2,28
"2,479",273,2510,38,24,43,2,28
"2,480",274,2511,33,29,43,2,27
"2,481",274,2512,35,29,43,2,27
"2,482",274,2513,36,25,45,4,30
"2,483",274,2514,36,28,43,2,27
"2,484",274,2515,36,29,43,2,27
"2,485",274,2516,36,25,45,4,30
"2,486",274,2517,36,25,45,4,30
"2,487",274,2518,36,25,45,4,30
"2,488",274,2519,36,29,43,2,27
"2,489",274,2520,33,29,43,2,27
"2,490",275,2521,38,25,48,3,32
"2,491",275,2522,38,25,48,3,32
"2,492",275,2523,38,25,48,3,32
"2,493",275,2524,38,25,48,3,32
"2,494",275,2525,37,25,48,3,32
"2,495",275,2526,37,25,48,3,32
"2,496",275,2527,38,25,48,3,32
"2,497",275,2528,38,25,48,3,32
"2,498",275,2529,38,25,48,3,32
"2,499",275,2530,37,25,48,3,32
"2,500",276,2531,34,24,45,2,30
"2,501",276,2532,37,24,45,2,30
"2,502",276,2533,37,27,45,2,29
"2,503",276,2534,38,27,45,2,29
"2,504",276,2535,37,26,46,2,30
"2,505",276,2536,35,26,46,2,30
"2,506",276,2537,34,26,46,2,30
"2,507",276,2538,34,24,44,3,30
"2,508",276,2539,37,24,44,3,30
"2,509",276,2540,35,24,44,3,30
"2,510",277,2541,33,28,43,2,26
"2,511",277,2542,33,28,43,2,26
"2,512",277,2543,33,28,43,2,26
"2,513",277,2544,33,28,43,2,26
"2,514",277,2545,33,28,43,2,26
"2,515",277,2546,33,28,43,2,26
"2,516",277,2547,33,28,43,2,26
"2,517",277,2548,33,28,43,2,26
"2,518",277,2549,33,28,43,2,26
"2,519",277,2550,33,28,43,2,26
"2,520",279,2551,33,28,44,2,28
"2,521",279,2552,34,28,43,2,27
"2,522",279,2553,39,31,39,2,28
"2,523",279,2554,34,28,43,2,27
"2,524",279,2555,34,29,44,2,28
"2,525",279,2556,34,28,43,2,27
"2,526",279,2557,34,31,39,2,28
"2,527",279,2558,34,28,43,2,27
"2,528",279,2559,39,31,39,2,28
"2,529",279,2560,39,31,39,2,28
"2,530",281,2561,34,28,41,3,28
"2,531",281,2562,34,28,40,3,29
"2,532",281,2563,34,28,41,3,28
"2,533",281,2564,34,28,41,3,28
"2,534",281,2565,34,28,41,3,28
"2,535",281,2566,34,28,41,3,28
"2,536",281,2567,35,28,41,3,28
"2,537",281,2568,34,28,41,3,28
"2,538",281,2569,34,28,41,3,28
"2,539",281,2570,34,28,41,3,28
"2,540",282,2571,43,26,45,3,26
"2,541",282,2572,38,27,44,4,29
"2,542",282,2573,38,28,42,4,29
"2,543",282,2574,39,28,42,4,29
"2,544",282,2575,40,28,42,4,29
"2,545",282,2576,37,26,42,2,28
"2,546",282,2577,35,26,42,2,28
"2,547",282,2578,35,26,42,2,28
"2,548",282,2579,35,26,42,2,28
"2,549",282,2580,41,28,43,3,27
"2,550",283,2581,37,27,44,3,30
"2,551",283,2582,37,27,44,3,30
"2,552",283,2583,36,27,44,3,30
"2,553",283,2584,37,27,44,3,30
"2,554",283,2585,37,27,44,3,30
"2,555",283,2586,37,27,44,3,30
"2,556",283,2587,37,27,44,3,30
"2,557",283,2588,36,27,44,3,30
"2,558",283,2589,36,27,44,3,30
"2,559",283,2590,36,27,44,3,30
"2,560",285,2591,30,26,44,3,28
"2,561",285,2592,30,26,44,3,28
"2,562",285,2593,31,26,44,3,28
"2,563",285,2594,31,26,44,3,28
"2,564",285,2595,31,26,44,3,28
"2,565",285,2596,30,24,44,3,27
"2,566",285,2597,30,24,44,3,27
"2,567",285,2598,30,26,44,3,28
"2,568",285,2599,31,26,44,3,28
"2,569",285,2600,30,24,44,3,27
"2,570",286,2601,32,27,47,2,29
"2,571",286,2602,28,27,47,2,29
"2,572",286,2603,32,30,41,3,32
"2,573",286,2604,28,27,47,2,29
"2,574",286,2605,28,30,41,3,32
"2,575",286,2606,28,30,41,3,32
"2,576",286,2607,28,27,47,2,29
"2,577",286,2608,28,27,47,2,29
"2,578",286,2609,29,27,47,2,29
"2,579",286,2610,32,30,41,3,32
"2,580",287,2611,31,24,46,3,30
"2,581",287,2612,31,24,46,3,30
"2,582",287,2613,26,28,45,4,28
"2,583",287,2614,26,28,45,4,28
"2,584",287,2615,29,25,44,4,28
"2,585",287,2616,28,24,46,3,30
"2,586",287,2617,26,28,45,4,28
"2,587",287,2618,33,28,45,4,28
"2,588",287,2619,31,28,45,4,28
"2,589",287,2620,27,28,45,4,28
"2,590",288,2621,27,28,43,4,28
"2,591",288,2622,32,27,44,3,29
"2,592",288,2623,27,27,44,3,29
"2,593",288,2624,32,27,44,3,29
"2,594",288,2625,27,28,43,4,28
"2,595",288,2626,32,27,44,3,29
"2,596",288,2627,32,28,43,4,28
"2,597",288,2628,27,28,43,4,28
"2,598",288,2629,27,28,43,4,28
"2,599",288,2630,30,28,43,4,28
"2,600",289,2631,27,28,43,3,29
"2,601",289,2632,27,28,43,3,29
"2,602",289,2633,24,24,45,4,36
"2,603",289,2634,27,28,43,3,29
"2,604",289,2635,27,28,43,3,29
"2,605",289,2636,27,25,44,4,36
"2,606",289,2637,28,25,44,4,36
"2,607",289,2638,27,28,43,3,29
"2,608",289,2639,28,25,44,4,36
"2,609",289,2640,28,25,44,4,36
"2,610",290,2641,32,26,45,4,31
"2,611",290,2642,31,26,45,4,31
"2,612",290,2643,30,26,45,4,31
"2,613",290,2644,30,26,43,5,30
"2,614",290,2645,31,26,45,4,31
"2,615",290,2646,30,26,43,5,30
"2,616",290,2647,31,26,45,4,31
"2,617",290,2648,30,26,43,5,30
"2,618",290,2649,30,26,43,5,30
"2,619",290,2650,31,26,45,4,31
"2,620",291,2651,31,29,44,3,29
"2,621",291,2652,31,29,44,3,29
"2,622",291,2653,31,29,44,3,29
"2,623",291,2654,33,29,44,3,29
"2,624",291,2655,33,29,44,3,29
"2,625",291,2656,31,29,44,3,29
"2,626",291,2657,31,29,44,3,29
"2,627",291,2658,31,29,44,3,29
"2,628",291,2659,31,29,44,3,29
"2,629",291,2660,33,29,44,3,29
"2,630",292,2661,32,27,46,3,28
"2,631",292,2662,29,26,45,3,29
"2,632",292,2663,29,26,45,3,29
"2,633",292,2664,29,26,45,3,29
"2,634",292,2665,31,27,46,3,28
"2,635",292,2666,31,27,46,3,28
"2,636",292,2667,29,26,45,3,29
"2,637",292,2668,29,26,45,3,29
"2,638",292,2669,29,26,45,3,29
"2,639",292,2670,29,26,45,3,29
"2,640",293,2671,31,29,43,3,28
"2,641",293,2672,31,29,43,3,28
"2,642",293,2673,31,29,43,3,28
"2,643",293,2674,27,28,43,3,29
"2,644",293,2675,32,29,43,3,28
"2,645",293,2676,32,29,43,3,28
"2,646",293,2677,27,28,43,3,29
"2,647",293,2678,27,28,43,3,29
"2,648",293,2679,32,29,43,3,28
"2,649",293,2680,27,28,43,3,29
"2,650",294,2681,31,24,46,3,26
"2,651",294,2682,31,24,46,3,26
"2,652",294,2683,31,24,46,3,26
"2,653",294,2684,31,24,46,3,26
"2,654",294,2685,31,24,46,3,26
"2,655",294,2686,31,24,46,3,26
"2,656",294,2687,31,24,46,3,26
"2,657",294,2688,31,24,46,3,26
"2,658",294,2689,31,24,46,3,26
"2,659",294,2690,31,24,46,3,26
"2,660",295,2691,33,26,45,2,30
"2,661",295,2692,33,26,45,2,30
"2,662",295,2693,32,26,43,2,30
"2,663",295,2694,33,26,45,2,30
"2,664",295,2695,33,26,45,2,30
"2,665",295,2696,32,26,45,2,30
"2,666",295,2697,33,26,45,2,30
"2,667",295,2698,33,26,45,2,30
"2,668",295,2699,32,26,45,2,30
"2,669",295,2700,33,26,45,2,30
"2,670",296,2701,34,24,47,3,27
"2,671",296,2702,35,24,47,3,27
"2,672",296,2703,35,24,47,3,27
"2,673",296,2704,35,24,47,3,27
"2,674",296,2705,35,24,47,3,27
"2,675",296,2706,34,24,47,3,27
"2,676",296,2707,34,24,47,3,27
"2,677",296,2708,34,24,47,3,27
"2,678",296,2709,34,26,46,3,28
"2,679",296,2710,34,24,47,3,27
"2,680",298,2711,31,29,43,3,27
"2,681",298,2712,30,25,45,4,33
"2,682",298,2713,31,29,43,3,27
"2,683",298,2714,30,25,45,4,33
"2,684",298,2715,30,25,45,4,33
"2,685",298,2716,30,25,45,4,33
"2,686",298,2717,31,29,43,3,27
"2,687",298,2718,31,29,43,3,27
"2,688",298,2719,30,25,45,4,33
"2,689",298,2720,30,25,45,4,33
"2,690",299,2721,30,26,44,4,28
"2,691",299,2722,29,26,44,4,28
"2,692",299,2723,29,26,44,4,28
"2,693",299,2724,29,26,44,4,28
"2,694",299,2725,29,26,44,4,28
"2,695",299,2726,29,26,44,4,28
"2,696",299,2727,29,26,44,4,28
"2,697",299,2728,29,26,44,4,28
"2,698",299,2729,30,27,41,4,28
"2,699",299,2730,29,26,44,4,28
"2,700",300,2731,28,28,40,4,35
"2,701",300,2732,26,26,43,4,35
"2,702",300,2733,28,28,40,4,35
"2,703",300,2734,26,28,40,4,35
"2,704",300,2735,28,28,40,4,35
"2,705",300,2736,28,28,40,4,35
"2,706",300,2737,26,28,40,4,35
"2,707",300,2738,26,28,40,4,35
"2,708",300,2739,26,28,40,4,35
"2,709",300,2740,26,28,40,4,35
"2,710",301,2741,27,28,43,3,29
"2,711",301,2742,27,28,43,3,29
"2,712",301,2743,25,28,43,3,29
"2,713",301,2744,27,28,41,3,32
"2,714",301,2745,26,28,43,3,29
"2,715",301,2746,26,28,43,3,29
"2,716",301,2747,27,28,43,3,29
"2,717",301,2748,27,28,41,3,32
"2,718",301,2749,26,28,43,3,29
"2,719",301,2750,27,28,43,3,29
"2,720",302,2751,28,28,45,5,26
"2,721",302,2752,28,28,45,5,26
"2,722",302,2753,28,28,45,5,26
"2,723",302,2754,28,28,45,5,26
"2,724",302,2755,28,27,45,5,28
"2,725",302,2756,28,27,45,5,28
"2,726",302,2757,27,27,45,5,28
"2,727",302,2758,28,27,45,5,28
"2,728",302,2759,29,27,45,5,28
"2,729",302,2760,28,28,45,5,26
"2,730",303,2761,31,27,45,4,28
"2,731",303,2762,30,27,45,4,28
"2,732",303,2763,32,27,45,4,28
"2,733",303,2764,31,27,45,4,28
"2,734",303,2765,31,27,45,4,28
"2,735",303,2766,30,27,45,4,28
"2,736",303,2767,31,27,45,4,28
"2,737",303,2768,31,27,45,4,28
"2,738",303,2769,31,27,45,4,28
"2,739",303,2770,30,27,45,4,28
"2,740",304,2771,28,25,44,4,30
"2,741",304,2772,30,25,44,4,30
"2,742",304,2773,29,25,44,4,30
"2,743",304,2774,30,25,44,4,30
"2,744",304,2775,30,25,44,4,30
"2,745",304,2776,28,25,44,4,30
"2,746",304,2777,28,25,44,4,30
"2,747",304,2778,28,25,44,4,30
"2,748",304,2779,28,25,44,4,30
"2,749",304,2780,28,25,44,4,30
"2,750",305,2781,26,24,46,3,29
"2,751",305,2782,26,24,46,3,29
"2,752",305,2783,29,24,46,3,29
"2,753",305,2784,29,24,46,3,29
"2,754",305,2785,29,23,45,4,28
"2,755",305,2786,30,23,45,4,28
"2,756",305,2787,28,23,45,4,28
"2,757",305,2788,28,23,45,4,28
"2,758",305,2789,29,23,45,4,28
"2,759",305,2790,28,23,45,4,28
"2,760",306,2791,34,26,41,2,29
"2,761",306,2792,32,26,41,2,29
"2,762",306,2793,32,26,41,2,29
"2,763",306,2794,32,26,41,2,29
"2,764",306,2795,34,26,41,2,29
"2,765",306,2796,32,26,41,2,29
"2,766",306,2797,32,26,41,2,29
"2,767",306,2798,34,26,41,2,29
"2,768",306,2799,32,26,41,2,29
"2,769",306,2800,34,26,41,2,29
"2,770",308,2801,37,28,39,2,27
"2,771",308,2802,35,28,39,2,32
"2,772",308,2803,35,28,39,2,32
"2,773",308,2804,35,28,39,2,32
"2,774",308,2805,35,28,39,2,32
"2,775",308,2806,35,28,39,2,32
"2,776",308,2807,35,27,42,3,29
"2,777",308,2808,33,28,42,5,29
"2,778",308,2809,34,28,39,2,32
"2,779",308,2810,34,28,39,2,32
"2,780",309,2811,32,24,48,3,30
"2,781",309,2812,31,24,48,3,30
"2,782",309,2813,32,24,48,3,30
"2,783",309,2814,31,24,48,3,30
"2,784",309,2815,32,24,48,3,30
"2,785",309,2816,31,24,48,3,30
"2,786",309,2817,32,24,48,3,30
"2,787",309,2818,32,24,48,3,30
"2,788",309,2819,32,24,48,3,30
"2,789",309,2820,32,24,48,3,30
"2,790",310,2821,30,24,46,4,29
"2,791",310,2822,30,24,46,4,29
"2,792",310,2823,30,24,46,4,29
"2,793",310,2824,30,24,46,4,29
"2,794",310,2825,30,24,46,4,29
"2,795",310,2826,30,24,46,4,29
"2,796",310,2827,30,24,46,4,29
"2,797",310,2828,30,24,46,4,29
"2,798",310,2829,30,24,46,4,29
"2,799",310,2830,30,24,46,4,29
"2,800",311,2831,30,27,49,4,26
"2,801",311,2832,29,27,49,4,26
"2,802",311,2833,30,27,49,4,26
"2,803",311,2834,29,27,49,4,26
"2,804",311,2835,29,26,45,3,30
"2,805",311,2836,29,26,45,3,30
"2,806",311,2837,29,26,45,3,30
"2,807",311,2838,30,27,49,4,26
"2,808",311,2839,30,27,49,4,26
"2,809",311,2840,30,27,49,4,26
"2,810",313,2841,31,27,45,2,30
"2,811",313,2842,30,27,45,2,30
"2,812",313,2843,30,27,45,2,30
"2,813",313,2844,28,27,45,2,30
"2,814",313,2845,30,27,45,2,30
"2,815",313,2846,28,27,45,2,30
"2,816",313,2847,30,27,45,2,30
"2,817",313,2848,30,27,45,2,30
"2,818",313,2849,28,27,45,2,30
"2,819",313,2850,30,29,41,2,29
"2,820",314,2851,35,24,47,2,28
"2,821",314,2852,35,27,44,2,27
"2,822",314,2853,32,25,45,2,28
"2,823",314,2854,32,25,45,2,28
"2,824",314,2855,35,24,47,2,28
"2,825",314,2856,32,29,43,2,28
"2,826",314,2857,35,24,47,2,28
"2,827",314,2858,32,27,44,2,29
"2,828",314,2859,32,27,44,2,29
"2,829",314,2860,35,26,44,2,25
"2,830",315,2861,36,30,40,2,29
"2,831",315,2862,35,29,41,2,29
"2,832",315,2863,31,29,43,2,28
"2,833",315,2864,34,27,46,2,29
"2,834",315,2865,31,29,43,2,28
"2,835",315,2866,29,29,43,2,28
"2,836",315,2867,29,29,43,2,28
"2,837",315,2868,29,29,43,2,28
"2,838",315,2869,32,32,41,4,30
"2,839",315,2870,31,29,43,2,28
"2,840",316,2871,34,28,42,2,28
"2,841",316,2872,32,28,42,2,28
"2,842",316,2873,32,28,42,2,28
"2,843",316,2874,32,28,42,2,28
"2,844",316,2875,32,28,42,2,28
"2,845",316,2876,34,28,45,2,30
"2,846",316,2877,32,28,42,2,28
"2,847",316,2878,32,28,42,2,28
"2,848",316,2879,32,28,42,2,28
"2,849",316,2880,32,28,42,2,28
"2,850",317,2881,31,29,42,3,31
"2,851",317,2882,29,29,42,3,31
"2,852",317,2883,32,29,42,3,31
"2,853",317,2884,32,29,42,3,31
"2,854",317,2885,29,29,42,3,31
"2,855",317,2886,29,29,42,3,31
"2,856",317,2887,32,29,42,3,31
"2,857",317,2888,32,29,42,3,31
"2,858",317,2889,31,29,42,3,31
"2,859",317,2890,31,28,43,2,30
"2,860",319,2891,28,25,45,4,27
"2,861",319,2892,28,25,45,4,27
"2,862",319,2893,28,25,45,4,27
"2,863",319,2894,28,25,45,4,27
"2,864",319,2895,28,28,41,4,27
"2,865",319,2896,28,28,41,4,27
"2,866",319,2897,28,28,41,4,27
"2,867",319,2898,28,28,41,4,27
"2,868",319,2899,28,25,45,4,27
"2,869",319,2900,27,28,41,4,27
"2,870",320,2901,30,26,44,6,34
"2,871",320,2902,28,26,44,6,34
"2,872",320,2903,30,26,44,6,34
"2,873",320,2904,28,26,44,6,34
"2,874",320,2905,31,25,45,5,34
"2,875",320,2906,29,25,45,5,34
"2,876",320,2907,29,25,45,5,34
"2,877",320,2908,28,25,45,5,34
"2,878",320,2909,28,26,44,6,34
"2,879",320,2910,28,26,44,6,34
"2,880",321,2911,30,29,38,4,35
"2,881",321,2912,32,29,38,4,35
"2,882",321,2913,30,29,38,4,35
"2,883",321,2914,30,29,38,4,35
"2,884",321,2915,30,29,38,4,35
"2,885",321,2916,29,28,43,4,34
"2,886",321,2917,30,29,38,4,35
"2,887",321,2918,30,29,38,4,35
"2,888",321,2919,30,29,38,4,35
"2,889",321,2920,31,29,38,4,35
"2,890",322,2921,31,27,43,3,31
"2,891",322,2922,28,24,46,3,29
"2,892",322,2923,28,24,46,3,29
"2,893",322,2924,28,24,46,3,29
"2,894",322,2925,29,25,43,4,31
"2,895",322,2926,29,25,43,4,31
"2,896",322,2927,29,25,43,4,31
"2,897",322,2928,29,25,43,4,31
"2,898",322,2929,29,25,43,4,31
"2,899",322,2930,30,24,42,3,29
"2,900",323,2931,28,28,43,4,31
"2,901",323,2932,30,25,43,4,30
"2,902",323,2933,30,25,43,4,30
"2,903",323,2934,30,25,43,4,30
"2,904",323,2935,30,28,43,4,31
"2,905",323,2936,30,25,43,4,30
"2,906",323,2937,30,25,43,4,30
"2,907",323,2938,30,25,43,4,30
"2,908",323,2939,30,28,43,4,31
"2,909",323,2940,30,28,43,4,31
"2,910",324,2941,28,27,46,4,30
"2,911",324,2942,28,27,46,4,30
"2,912",324,2943,27,26,46,3,32
"2,913",324,2944,29,26,46,3,32
"2,914",324,2945,27,27,46,4,30
"2,915",324,2946,27,27,46,4,30
"2,916",324,2947,27,27,46,4,30
"2,917",324,2948,27,24,49,4,30
"2,918",324,2949,27,26,46,4,31
"2,919",324,2950,27,26,46,4,31
"2,920",325,2951,25,26,45,3,31
"2,921",325,2952,31,25,44,4,31
"2,922",325,2953,27,26,45,3,31
"2,923",325,2954,31,25,44,4,31
"2,924",325,2955,31,25,44,4,31
"2,925",325,2956,31,25,44,4,31
"2,926",325,2957,31,25,44,4,31
"2,927",325,2958,27,27,45,3,30
"2,928",325,2959,31,25,44,4,31
"2,929",325,2960,27,27,45,3,30
"2,930",326,2961,29,27,42,5,32
"2,931",326,2962,29,27,42,5,32
"2,932",326,2963,28,27,42,5,32
"2,933",326,2964,28,27,42,5,32
"2,934",326,2965,30,27,42,5,32
"2,935",326,2966,28,27,42,5,32
"2,936",326,2967,28,27,42,5,32
"2,937",326,2968,29,27,42,5,32
"2,938",326,2969,29,27,42,5,32
"2,939",326,2970,28,27,42,5,32
"2,940",327,2971,30,27,47,3,33
"2,941",327,2972,28,27,47,3,31
"2,942",327,2973,26,27,47,3,31
"2,943",327,2974,29,27,47,3,33
"2,944",327,2975,29,27,47,3,33
"2,945",327,2976,30,27,47,3,33
"2,946",327,2977,30,27,47,3,33
"2,947",327,2978,30,27,47,3,33
"2,948",327,2979,28,27,47,3,31
"2,949",327,2980,28,27,47,3,31
"2,950",328,2981,27,29,43,4,32
"2,951",328,2982,29,28,40,4,31
"2,952",328,2983,28,28,40,4,31
"2,953",328,2984,27,29,43,4,32
"2,954",328,2985,29,26,43,4,31
"2,955",328,2986,29,26,43,4,31
"2,956",328,2987,27,29,43,4,32
"2,957",328,2988,27,29,40,4,32
"2,958",328,2989,30,29,43,4,32
"2,959",328,2990,31,29,43,4,32
"2,960",329,2991,26,25,44,4,34
"2,961",329,2992,27,26,44,4,30
"2,962",329,2993,27,26,44,4,30
"2,963",329,2994,28,25,46,4,30
"2,964",329,2995,28,26,44,4,30
"2,965",329,2996,28,26,44,4,30
"2,966",329,2997,28,26,44,4,30
"2,967",329,2998,28,27,43,3,30
"2,968",329,2999,28,27,43,3,30
"2,969",329,3000,28,27,43,3,30
"2,970",330,3001,28,30,42,4,31
"2,971",330,3002,28,30,42,4,31
"2,972",330,3003,29,27,47,3,31
"2,973",330,3004,28,30,42,4,31
"2,974",330,3005,29,27,47,3,31
"2,975",330,3006,28,30,42,4,31
"2,976",330,3007,28,27,47,3,31
"2,977",330,3008,28,27,47,3,31
"2,978",330,3009,28,27,47,3,31
"2,979",330,3010,28,30,42,4,31
"2,980",332,3011,29,31,42,4,29
"2,981",332,3012,29,31,42,4,29
"2,982",332,3013,29,31,42,4,29
"2,983",332,3014,28,27,43,3,30
"2,984",332,3015,28,27,43,3,30
"2,985",332,3016,29,31,42,4,29
"2,986",332,3017,28,27,43,3,30
"2,987",332,3018,27,31,42,4,29
"2,988",332,3019,27,31,42,4,29
"2,989",332,3020,29,31,42,4,29
"2,990",333,3021,27,28,42,4,34
"2,991",333,3022,27,28,42,4,34
"2,992",333,3023,27,28,42,4,34
"2,993",333,3024,27,28,42,4,34
"2,994",333,3025,27,28,42,4,34
"2,995",333,3026,27,28,42,4,34
"2,996",333,3027,27,28,42,4,34
"2,997",333,3028,27,28,42,4,34
